,id,original,translation
1904,f1dcbf08-339d-4001-67a7-46ebb6c5eabd," Nay, gentle madam, to him, comfort him. ","No, gentle madam, go to him, comfort him. "
1905,447f5c46-21bb-a0ee-c9b1-0a5b4b4755fb," Do, most dear Queen. ","Do, dearest Queen. "
1906,316f7103-e8e6-c069-b060-a4e0a16ff594," Do. Why, what else? ","Do. Why, what else would you do? "
1907,acbcdd79-a248-ec07-79a8-1f05c80672a8, Let me sit down. O Juno! ,@
1908,c425fe9c-3a80-6fee-f26c-5956e635ffb3,"    No, no, no, no, no."," No, no, no, no, no."
1909,67fa39c9-39ce-75bd-c456-9d86568eace8," See you here, sir? ","Do you see this woman here, sir?"
1910,d93fe5c8-c8a7-a78f-ac43-167eaaca5560," Oh, fie, fie, fie! ","Oh, shame on you, shame, shame, shame!"
1911,ce4a7aef-51e0-7625-3363-cb7887548f6b, Madam! ,Madam!
1912,875bbb78-5a1b-3081-923a-1e314a548787," Madam, O good Empress! ","Madam, Oh good Empress!"
1913,fe807f53-181b-7e21-1381-8b1f6413f187," Sir, sir— ","Sir, sir—"
1914,21776-1503397845113-28010," Yes, my lord, yes. He at Philippi kept   His sword e’en like a dancer, while I struck   The lean and wrinkled Cassius, and ’twas I   That the mad Brutus ended. "," Yes, my lord, yes. At Philippi, Caesar used his sword only as a decoration, while I fought thin, wrinkled Casius, and it was I who defeated the insane Brutus."
1915,21776-1503397873803-73509," He alone   Dealt on lieutenantry, and no practice had   In the brave squares of war, yet now—no matter. "," Caesar was the one who had others fight for him, and he had no experience in the proper battle formations but now—well, it doesn't matter. "
1916,16f83e1c-83ad-b266-3c82-d70323348f8e," Ah, stand by. ","Ah, stand aside. "
1917,3795f2c1-c70a-0559-ebc3-44221dc3f777," The Queen, my lord, the Queen. ","The Queen, my lord, look at the Queen. "
1918,ab16556b-5520-d387-a50e-7edaa113f804," Go to him, madam, speak to him. He is unqualitied with very shame. ","Go to him, Madam, speak to him. He's so ashamed that he has lost all sense of who he is."
1919,135105ac-d7be-ca1c-2f33-fdd2d74d0b35," Well then, sustain me. Oh! ","Well then, support me. Oh!"
1920,bdc87508-dfc7-1661-8435-d22b324f2a72," Most noble sir, arise. The Queen approaches. Her head’s declined, and death will seize her but Your comfort makes the rescue. ","Most noble sir, get up. The Queen's approaching. Her head is bowed and she will die unless you save her by comforting her. "
1921,53bc42b4-9769-866d-c7e8-2d0fed765917," I have offended reputation, A most unnoble swerving. ",I have betrayed my good name—a most dishonorable departure from the right path.
1922,d640f5e3-b533-8c60-5263-44a053ef0902," Sir, the Queen. ","Sir, the Queen."
1923,21785-1503397805855-42904," Oh, whither hast thou led me, Egypt? ","Oh, what have you led me to do, Queen of Egypt?"
1924,21785-1503397819549-99924, See   How I convey my shame out of thine eyes   By looking back what I have left behind   ’Stroyed in dishonor. ," See how I steal away in shame out of your sight, remembering what I left behind destroyed in dishonor."
1925,4fb2f612-39ad-741e-edf4-f6955822a0b9," O my lord, my lord, Forgive my fearful sails! I little thought You would have followed. ","Oh my lord, my lord! Forgive me for sailing away in fear! I didn't think you would follow me!"
1926,21787-1503397766563-58529," Egypt, thou knew’st too well   My heart was to thy rudder tied by th’ strings,   And thou shouldst tow me after. ","Queen of Egypt, you knew all too well that my heart was tied to you and your movements, and that whatever you did, you would draw me after you."
1927,21787-1503397785674-83731," O’er my spirit   Thy full supremacy thou knew’st, and that   Thy beck might from the bidding of the gods   Command me. ", You knew that you had full control over my will and that your summons would call me away even from what the gods had ordered me to do. 
1928,e9a38c33-7028-41fb-efb6-d01a98cc6f37," Oh, my pardon! ","Oh, please forgive me!"
1929,21789-1503397506771-74224," Now I must   To the young man send humble treaties, dodge   And palter in the shifts of lowness, who   With half the bulk o’ th’ world played as I pleased,   Making and marring fortunes. ","Now I must send humble petitions to that young Caesar, make excuses and play tricks like a man of low status—me, who once did as I pleased with half of the world's territory, raising and destroying people's fortunes."
1930,21789-1503397514729-35462," You did know   How much you were my conqueror, and that   My sword, made weak by my affection, would   Obey it on all cause. "," You knew how much you had conquered me, and that in battle, since my affection for you made me weak, I would obey you no matter what."
1931,8b738ebf-2394-8066-b2be-c7cc94dec62f," Pardon, pardon! ","Forgive me, forgive me!"
1932,2e9884bd-c0c9-b4e0-b3b3-d66ac61a4ee0," Fall not a tear, I say. One of them rates All that is won and lost. Give me a kiss. ","Don't cry one tear, I say. One tear makes up for everything I have won and lost. Give me a kiss. "
1933,21793-1503397376548-86140, Even this repays me.— ,Even one kiss repays me for what I have lost. 
1934,21793-1503397401143-4846, We sent our schoolmaster. Is he come back?— , We sent away our children's tutor on an errand. Has he come back?
1935,21793-1503397411686-20416," Love, I am full of lead.— ","My love, my spirits are heavy. "
1936,21793-1503397455844-88689," Some wine,   Within there, and our viands! Fortune knows   We scorn her most when most she offers blows. ","You over there, bring us some wine and food! When fortune deals us the heaviest blows, that's when we scorn her the most."
1937,26bb5313-08ed-2c96-8e7e-fd488b5d137c, Let him appear that’s come from Antony. Know you him? ,Call in Antony's messenger. Do you know him?
1938,21797-1503398185087-55683," Caesar, ’tis his schoolmaster—   An argument that he is plucked, when hither   He sends so poor a pinion of his wing, ","Caesar, it's his children's tutor. It's a sign that Antony is in bad shape, that he sends such a lowly person here as his messenger."
1939,21797-1503398190418-62327, Which had superfluous kings for messengers   Not many moons gone by. ," Not long ago, he had so many kings in his power that he could afford to send them as messengers. "
1940,aaa21947-7925-8c8e-09b8-2823817742ce, Approach and speak. ,Come forward and speak.
1941,21800-1503398227356-11715," Such as I am, I come from Antony. ","Even though I am a lowly person, I have been sent here by Antony."
1942,21800-1503586054348-68228, I was of late as petty to his ends   As is the morn-dew on the myrtle leaf   To his grand sea. ,"  Lately, I've been as insignificant and useless to him as a drop of morning dew on a myrtle leaf would be to the large sea. "
1943,76b8c096-e61d-1e3f-8dd9-709ca60deaea, Be ’t so. Declare thine office. ,Put that aside. Tell us what you came here for.
1944,21802-1503398288749-68102," Lord of his fortunes he salutes thee, and   Requires to live in Egypt; which not granted,   He lessens his requests, and to thee sues   To let him breathe between the heavens and earth   A private man in Athens.   This for him. ","Antony salutes you, you now have control over his fate, and he asks to be allowed to live in Egypt. If you don't grant this request, he asks for a smaller favor and asks you to let him live out his remaining days as a private citizen in Athens. These are his requests."
1945,21802-1503398300206-31609," Next, Cleopatra does confess thy greatness,   Submits her to thy might, and of thee craves   The circle of the Ptolemies for her heirs,   Now hazarded to thy grace. "," Next, Cleopatra acknowledges your greatness, submits herself to your power, and asks that the kingdom of Egypt, which is now at your mercy, might be given to her children."
1946,21803-1503398407827-97715," For Antony,   I have no ears to his request. The Queen   Of audience nor desire shall fail, so she   From Egypt drive her all-disgracèd friend   Or take his life there. ","For Antony, I will not listen to his requests. The Queen will get to meet me and get what she wants, so long as she drives her completely disgraced lover out of Egypt or else kills him there."
1947,21803-1503398413743-26683," This if she perform,   She shall not sue unheard. So to them both. "," If she does this, her requests won't go unheard. Tell this to both of them."
1948,a944b7e3-e2a4-d552-8a35-0000bb896210, Fortune pursue thee! ,May you have good fortune!
1949,d4e90bf7-78be-4099-6068-1c424416b948, Bring him through the bands. ,Escort him through the ranks of soldiers.
1950,21807-1503399463979-92907," To try thy eloquence now ’tis time.  Dispatch.   From Antony win Cleopatra. Promise,   And in our name, what she requires. ", Now it is time to see what your eloquence can accomplish. Get going. Win over Cleopatra from Antony. Promise her in my name that she will be given what she asks for.
1951,21807-1503399481447-89837," Add more,   From thine invention, offers. Women are not   In their best fortunes strong, but want will perjure   The ne’er-touched vestal. "," Promise her more than that, whatever you can think of. Women can't stick to their word even at the best of times, but when they are in need, even the most  devout virgin will break her vows ."
1952,21807-1503399490261-73369," Try thy cunning, Thidias.   Make thine own edict for thy pains, which we   Will answer as a law. "," See what your cunning can accomplish, Thidias. Decide what reward you would like for your trouble, and I will supply it as if commanded by law."
1953,b35f974f-80ab-2e5a-18d7-059e31ba9a1e," Caesar, I go. ","Caesar, I will go. "
1954,05183ae5-311a-6f46-6251-8c57a0d09121," Observe how Antony becomes his flaw, And what thou think’st his very action speaks In every power that moves. ","Observe how Antony reacts to his disgrace, and tell me what you think his actions reveal about him in every move that he makes. "
1955,bef0144f-1e80-aab6-b62c-750eddbb775b," Caesar, I shall. ","Caesar, I will. "
1956,94dfd0b3-b2bf-1db2-599d-9c044eaaee0e," What shall we do, Enobarbus? ","What we will do, Enobarbus?"
1957,8812c29b-6e5b-475f-57cb-8067aff4995d, Think and die. ,Consider our situation and die.
1958,0f987e08-8a81-2b38-2680-67c3942fe0a8, Is Antony or we in fault for this? ,"Is Antony at fault for this, or am I?"
1959,21816-1503399558739-45635," Antony only, that would make his will   Lord of his reason. What though you fled   From that great face of war, whose several ranges   Frighted each other? ","Only Antony, who allowed his appetite to overcome his reason. What does it matter that you fled from the dangerous battlefield, where ranks of ships frightened both sides?"
1960,21816-1503399572291-15825," Why should he follow?   The itch of his affection should not then   Have nicked his captainship at such a point   When half to half the world opposed, he being   The merèd question. "," Why should he have followed you? His affection for you shouldn't have undermined his skill as captain, while one half of the world opposed the other, and when he himself was the reason for this fight."
1961,21816-1503399591150-21416," ’Twas a shame no less   Than was his loss, to course your flying flags   And leave his navy gazing. "," His shame was as great as his loss, when he followed the flags of your fleeing ships and left his navy watching him go."
1962,bd07d657-4738-815d-3d48-9d34de1444cb," Prithee, peace. ","Please, be quiet."
1963,df5226f8-2888-f385-9f4e-4be904be4df8, Is that his answer? ,Is that Caesar's answer?
1964,94438ac7-4a65-ea03-ba24-a3d40b400eab," Ay, my lord. ","Yes, my lord."
1965,0edb62f1-4682-e070-ea90-78610f11fcb0," The Queen shall then have courtesy, so she Will yield us up? ","He will treat the Queen favorably, so long as she hands me over to him?"
1966,d0639127-7dbf-644a-488d-9adec1b62eb4, He says so. ,That's what he says. 
1967,21823-1503399601549-71607, Let her know ’t.— ,Let the queen know. 
1968,21823-1503399611634-97585," To the boy Caesar send this grizzled  head,   And he will fill thy wishes to the brim   With principalities. "," If you send my old body to that young boy Caesar, he will give you all the kingdoms you wish."
1969,11714ee3-cfbc-2141-b501-24fe8d9cb92e," That head, my lord? ","That body, my lord?"
1970,21825-1503400165194-43113," To him again. Tell him he wears the rose   Of youth upon him, from which the world should note   Something particular. "," Go to him again. Tell him that he's still in the first bloom of youth, and the world should expect remarkable things from him."
1971,21825-1503400205679-91655," His coin, ships, legions,   May be a coward’s, whose ministers would prevail   Under the service of a child as soon   As i’ th’ command of Caesar. "," His money, ships, and legions of troops might just as well belong to a  coward . His agents may be so gifted that they would win under the command of a child just as well as under Caesar."
1972,21825-1503400224780-25876," I dare him therefore   To lay his gay caparisons apart   And answer me declined, sword against sword,   Ourselves alone. I’ll write it. Follow me. "," Therefore, I dare him to set aside his flashy decorations and answer my challenge, even though I am well past the prime of my youth, to fight sword to sword, just the two of us. I'll write the message. Come with me. "
1973,21827-1503399631942-69613," Yes, like enough, high-battled Caesar will   Unstate his happiness and be staged to th’ show   Against a sworder! "," Yes, I'm sure it's very likely that Caesar, with all his armies, will give up his advantage and agree to show himself in public and fight against a trained swordsman!"
1974,21827-1503400112335-20223," I see men’s judgments are   A parcel of their fortunes, and things outward   Do draw the inward quality after them   To suffer all alike. "," I see that men's judgment improves or declines in accordance with their luck. External events shape our inner qualities, so that if we suffer externally, we suffer internally too."
1975,21827-1503400135372-59231," That he should dream,   Knowing all measures, the full Caesar will   Answer his emptiness! Caesar, thou hast subdued   His judgment too. "," How could he dream, having known both good and bad fortune, that Caesar, with all his good fortune, would answer a challenge from a man in such bad condition! Caesar, you've destroyed his judgment too. "
1976,430ad963-28d1-35d4-305d-40ef0b4c03f1, A messenger from Caesar. ,A messenger from Caesar. 
1977,21830-1503400075199-31506," What, no more ceremony? ",Why dob't you treat me with more  respect ?
1978,21830-1503400095260-38495," See, my women,   Against the blown rose may they stop their nose,   That kneeled unto the buds.—Admit him, sir. "," See, my women, how when a great person has fallen low, the people who once kneeled before her instead turn their nose up at her. Let him in, sir."
1979,21832-1503400242190-53390, Mine honesty and I begin to square.   The loyalty well held to fools does make   Our faith mere folly. , My judgment begins to come into conflict with my honor. To be loyal to fools makes our loyalty simply an act of foolishness.
1980,21832-1503400255667-98711, Yet he that can endure   To follow with allegiance a fall’n lord   Does conquer him that did his master conquer   And earns a place i’ th’ story. ," But whoever has the perseverance to follow his lord faithfully even after his lord has fallen, proves that he is stronger even than the person who conquered his master, and so makes a great name for himself. "
1981,c022b17e-ec59-8203-7e52-33a3881def6d, Caesar’s will? ,What does Caesar want?
1982,85797866-4160-99f9-f9ba-543fa1d1a2d1, Hear it apart. ,Listen to my message in private.
1983,14e80150-0c5e-a192-66fd-317af29003c8, None but friends. Say boldly. ,We are all friends here. Say what you have to say. 
1984,c1c0d14a-01d3-b67e-f619-17e4d0c7c3d5, So haply are they friends to Antony. ,It may be that they are friends to Antony. 
1985,21838-1503399951904-70196," He needs as many, sir, as Caesar has,   Or needs not us. ","Antony needs as many friends as Caesar, sir, and if things are very bad, even we won't be any use to him."
1986,21838-1503399969132-25061," If Caesar please, our master   Will leap to be his friend. "," If Caesar is willing, our master will willingly be his friend."
1987,21838-1503399981182-84501," For us, you know   Whose he is we are, and that is Caesar’s. "," As for you, you know that we obey whomever Antony obeys, and that is Caesar. "
1988,21839-1503400003327-70575," So.—   Thus then, thou most renowned: ","So be it. Here is the situation, then, oh most renowned queen:"
1989,21839-1503400015592-32061," Caesar entreats   Not to consider in what case thou stand’st,   Further than he is Caesar. "," Caesar asks that you not concern yourself with your current situation, given that you know his reputation as a generous man."
1990,d5ab80fd-6db4-ef3b-34aa-5380f8582757, Go on. Right royal. ,Go on. That is generous indeed.
1991,344061bc-2cf4-9ea8-dcc8-68c39396a8c6," He knows that you embrace not Antony As you did love, but as you feared him. ","He knows that you took Antony as your lover not because you loved him, but because you feared him."
1992,967f87d8-f49c-bd2d-fd4a-41db344f9989, Oh! ,Oh!
1993,371ac38f-e50e-3e2a-ce72-16a008fe8d8d," The scars upon your honor therefore he Does pity as constrainèd blemishes, Not as deserved. ","Therefore, he pities the damage done to your honor as a blemish you were forced to endure, not as something you deserved."
1994,3eb443fe-01ff-3642-b741-092ebe76195e," He is a god and knows What is most right. Mine honor was not yielded, But conquered merely. ","Caesar is a god, and he knows what is just. I did not yield to Antony voluntarily, I was merely overpowered. "
1995,21845-1503400037385-15763," To be sure of that,   I will ask Antony. ", I'll ask Antony to make sure that that's true.
1996,21845-1503400043128-93210," Sir, sir, thou art so leaky   That we must leave thee to thy sinking, for   Thy dearest quit thee. "," Antony, Antony, you have fallen so low that we must abandon you to your disgrace, for even those who love you most are deserting you."
1997,21847-1503400277381-19902, Shall I say to Caesar   What you require of him? For he partly begs   To be desired to give. ,Shall I tell Caesar what you want from him? For he likes to be asked to give.
1998,21847-1503400312571-52042, It much would please him   That of his fortunes you should make a staff   To lean upon. , It would please him greatly if you would show your support by appealing to his power.
1999,21847-1503400322374-39316," But it would warm his spirits   To hear from me you had left Antony   And put yourself under his shroud,   The universal landlord. "," But it would make him truly happy to hear from me that you had abandoned Antony and turned to him, the ruler of the world, for shelter."
2000,a1226172-aeb7-f471-7cb3-6be8366d0d6d, What’s your name? ,What's your name?
2001,5e9fdebb-17da-b226-6ce9-3b92eab38c3f, My name is Thidias. ,My name is Thidias.
2002,21850-1503400341770-9285," Most kind messenger,   Say to great Caesar this in deputation: ","Most kind messenger, tell this to Caesar as my representative:"
2003,21850-1503400354012-21634," I kiss his conqu’ring hand. Tell him I am prompt   To lay my crown at ’s feet, and there to kneel.   Tell him, from his all-obeying breath I hear   The doom of Egypt. ", I kiss his conquering hand. Tell him I am ready immediately to lay my crown at his feet and to kneel there. Tell him that I will obey him and let him decide the fate of Egypt. 
2004,21851-1503400369085-36416," ’Tis your noblest course.   Wisdom and fortune combating together,   If that the former dare but what it can,   No chance may shake it. ","That is the most honorable course of action. When wisdom fights against fortune, so long as wisdom does everything it can, no bad luck can defeat it."
2005,21851-1503400380848-79607, Give me grace to lay   My duty on your hand. , Give me permission to show my faithfulness by kissing your hand.
2006,21853-1503400423256-69808," Your Caesar’s father oft,   When he hath mused of taking kingdoms in, ","Julius Caesar, father of your master Octavius, while he thought about conquering kingdoms,"
2007,21853-1503400427469-44633, Bestowed his lips on that unworthy place   As it rained kisses. , often put his lips on my unworthy hand  and rained kisses on it. 
2008,023dedea-9fdf-ff27-76fd-d2e8eb4361df," Favors? By Jove that thunders! What art thou, fellow? ",@
2009,ded5032b-5fd1-c48c-f6f6-84d363bc8844," One that but performs The bidding of the fullest man, and worthiest To have command obeyed. ",I obey the commands of the man who is the most powerful and who most deserves to have his commands obeyed. 
2010,9bc7eba3-a226-1bdc-ade9-2e6b12949ebd, You will be whipped. ,You'll be whipped.
2011,21858-1503400438186-79427," Approach, there! "," You over there, come here!"
2012,21858-1503400461063-21609,"  Ah, you kite!—Now, gods and devils!   Authority melts from me. Of late, when I cried “Ho!”   Like boys unto a muss kings would start forth   And cry, “Your will?” "," Ah, you whore! Now, gods and devils! I lose all my authority. Not long ago, when I cried ""Ho!"" kings would dart forward like boys towards a meal and cry, ""What do you wish?"" "
2013,21858-1503400467176-29284, Have you  no ears? I am   Antony yet. , Do you have no ears?  I am still Antony .
2014,c6f444b3-17a2-f84c-7555-89b95713a3d3,    ’Tis better playing with a lion’s whelp Than with an old one dying. , It's less dangerous to mess with a powerful man's messenger than with a man who was once powerful and now rages against his downfall. 
2015,21862-1503400498135-61343," Moon and stars!   Whip him. Were ’t twenty of the greatest tributaries   That do acknowledge Caesar, ","Moon and stars! Whip him. Even if there were twenty of the greatest monarchs who pay tribute to Caesar,"
2016,21862-1503400505636-89373, should I find them   So saucy with the hand of she here—what’s her name   Since she was Cleopatra? , if I found them being so intimately familiar with the hand of this woman here—what's her name since she  stopped being Cleopatra ?
2017,21862-1503400512464-63402," Whip him, fellows,   Till like a boy, you see him cringe his face   And whine aloud for mercy. Take him hence. "," Whip him, fellows, until you see him cringe like a boy and whine aloud for mercy. Take him away. "
2018,b41ef6db-8616-8add-ab0f-eccb2d31f69d, Mark Antony— ,Mark Antony—
2019,29383ba6-55b9-8b5d-1643-6a7f432a3912," Tug him away! Being whipped, Bring him again. This jack of Caesar’s shall Bear us an errand to him. ","Pull him away! Whip him, and bring him back again. This scoundrel of Caesar's will take a message to him for me. "
2020,21866-1503400530679-7396, You were half blasted ere I knew you.  Ha! , You were half decayed before I met you! Ha!
2021,21866-1503400536006-56494," Have I my pillow left unpressed in Rome,   Forborne the getting of a lawful race,   And by a gem of women, to be abused   By one that looks on feeders? "," Have I abandoned my home in Rome, neglected the chance to beget a family of legitimate children with a noble woman, only to abused by someone who  bestows favors on servants ?"
2022,044675fa-5e4f-62d1-adc6-0d209db36cf3, Good my lord— ,My good lord—
2023,21868-1503400553179-19379," You have been a boggler ever.   But when we in our viciousness grow hard—   Oh, misery on ’t!— ","You have always been fickle. But when we grow set in our vicious ways—oh, what misery it is!—"
2024,21868-1503400559565-70146," the wise gods seel our eyes,   In our own filth drop our clear judgments, make us   Adore our errors, laugh at ’s while we strut   To our confusion. ","the wise gods close our eyes, cloud our good judgment through our own bad behavior, make us love our mistakes, and laugh at us as we bring about our own ruin. "
2025,b37f56b3-cdd4-54c7-e5e8-a97a5a67c292," Oh, is ’t come to this? ","Oh, is this what you think now?"
2026,21870-1503400609650-54420," I found you as a morsel cold upon   Dead Caesar’s trencher. Nay, you were a fragment   Of Gneius Pompey’s, besides what hotter hours,   Unregistered in vulgar fame, you have   Luxuriously picked out. ","When I met you, you had been used up by the dead Caesar. No, you had been used up even more so by Gneius Pompey—and by other men, too, that you wantonly went after, in lustful moments that gossip never picked up on."
2027,21870-1503400616642-26892," For I am sure,   Though you can guess what temperance should be,   You know not what it is. "," For I'm sure, that although you can guess how a mild woman ought to behave, that you have never been pleasant yourself. "
2028,709d62f6-7746-fa2a-a7aa-85cbecd5b7c2, Wherefore is this? ,Why are you talking like this? 
2029,21872-1503400662548-61347," To let a fellow that will take rewards   And say “God quit you!” be familiar with   My playfellow, your hand, this kingly seal   And plighter of high hearts! ","To let a man that accepts favors and says, ""May God repay you!"" be intimate with your hand, the hand that I have played with, that bestows the royal seal, and drinks toasts to all those with great spirits!"
2030,21872-1503497608777-4700," Oh, that I were   Upon the hill of Basan, to outroar   The hornèd herd! ","  Oh, if only I were on the hill of Basan, so I could roar louder than the  bulls !"
2031,21872-1503400688717-14945," For I have savage cause,   And to proclaim it civilly were like   A haltered neck which does the hangman thank   For being yare about him. ", For I have reason to behave savagely. To speak about my wrongs calmly would be as ignoble as a condemned man thanking the hangman for hanging him quickly. 
2032,5e63e89d-c328-563b-1e52-4c54c7dddc6a," Soundly, my lord. ","Thoroughly, my lord."
2033,de78aa69-a90e-43d9-32b3-8c253c858b03, Cried he? And begged he pardon? ,Did he cry? And did he ask for mercy?
2034,1af5ebf9-c2ad-1175-6724-7db1ce04ed66, He did ask favor. ,He did ask for some relief.
2035,21878-1503399082001-43161," If that thy father live, let him repent   Thou wast not made his daughter, and be thou sorry   To follow Caesar in his triumph, since   Thou hast been whipped for following him. "," If your father is alive, let him be sorry that you weren't born  a girl . And you should be sorry that you follow Caesar and his success, since you've been whipped for doing so."
2036,21878-1503399112754-23818, Henceforth   The white hand of a lady fever thee;   Shake thou to look on ’t. Get thee back to Caesar.   Tell him thy entertainment. ," From now on, be as terrified of a lady's white hand as you would be of a fever; shake with fear to look at it. Get back to Caesar. Tell him how you were treated."
2037,21878-1503399156382-40439," Look thou say   He makes me angry with him, for he seems   Proud and disdainful, harping on what I am,   Not what he knew I was. "," Be sure to tell him how angry he makes me for continuing to focus on my present disgrace, rather than on my past glories."
2038,21878-1503399200876-86043," He makes me angry,   And at this time most easy ’tis to do ’t,   When my good stars, that were my former guides,   Have empty left their orbs and shot their fires   Into th’ abysm of hell. "," He's making me angry, and right now it's very easy to do that, since the lucky stars that used to guide me have left their positions in the sky and drenched their lights in the pit of hell."
2039,21878-1503399224297-82745," If he mislike   My speech and what is done, tell him he has   Hipparchus, my enfranchèd bondman, whom   He may at pleasure whip, or hang, or torture,   As he shall like, to quit me. Urge it thou.   Hence with thy stripes, begone! "," If he doesn't like what I have said and done, tell him that he has Hipparchus, my freed slave, and that he may freely whip or hang or torture him, just as he likes, to get revenge on me. Tell him that. Get out of here with your wounds, be gone!"
2040,29cf5d81-d2a1-c391-8888-a7d9dafef525, Have you done yet? ,Are you finished yet?
2041,f5b1d405-04ea-5aa3-3c4e-cdf0a63cd354," Alack, our terrene moon is now eclipsed, And it portends alone the fall of Antony. ",@
2042,18d128f0-dceb-5530-bb7a-be7998642d6c,    I must stay his time., I must keep quiet until he has calmed down.
2043,f3e764d5-4d67-fdc7-0b52-b96ed95520b3," To flatter Caesar, would you mingle eyes With one that ties his points? ",@
2044,01d105c2-e200-bbb2-93f1-3ca9eef7a559, Not know me yet? ,Don't you know me at all by now?
2045,493e3ec8-8583-0590-2aae-ba43230c9172, Coldhearted toward me? ,How can you still be coldhearted towards me?
2046,21886-1503400708895-1600," Ah, dear, if I be so,   From my cold heart let heaven engender hail,   And poison it in the source, and the first stone   Drop in my neck. ","Ah, dear, if I am, may heaven create hail in my cold heart and poison it at the source, and may the first hailstone that falls lodge in my throat."
2047,21886-1503400728096-62445," As it determines, so   Dissolve my life! The next Caesarion smite,   Till by degrees the memory of my womb,   Together with my brave Egyptians all, "," As it melts, let it kill me! Let the next stone kill my son Caesarion, until gradually all my children, together with all my brave Egyptians,"
2048,21886-1503400734445-79817, By the discandying of this pelleted storm   Lie graveless till the flies and gnats of Nile   Have buried them for prey! , are killed by the dissolving hailstones of this storm and lie unburied until the flies and gnats of the Nile have buried them as their prey!
2049,21887-1503399400526-48234," I am satisfied.   Caesar sits down in Alexandria, where   I will oppose his fate. ","I am satisfied of your feelings for me. Caesar lays siege to Alexandria, where I will oppose him and put an end to his good luck."
2050,21887-1503399420361-72215," Our force by land   Hath nobly held. Our severed navy too   Have knit again, and fleet, threat’ning most sealike. "," Our armies on land have withstood him nobly. Our dispersed navy, too, has come together again and their ships are afloat, presenting a most seaworthy threat."
2051,21887-1503399433215-99156," Where hast thou been, my heart? Dost thou hear, lady?   If from the field I shall return once more   To kiss these lips, I will appear in blood.   I and my sword will earn our chronicle.   There’s hope in ’t yet. "," Where has my courage gone? Do you hear me, my lady? If I return from the field again to kiss your lips, I will be bloody and have new vigor. My sword and I will earn a good reputation. There's hope for our side yet. "
2052,4e610624-aa10-2f48-0c47-e7044fa18702, That’s my brave lord! ,That's my brave lord! 
2053,21889-1503399351556-45823," I will be treble-sinewed, -hearted, -breathed,   And fight maliciously. For when mine hours   Were nice and lucky, men did ransom lives   Of me for jests; ","I will be three times as strong, as brave, and as persevering, and fight furiously. For when I had good fortune and could act however I pleased, I was so merciful that men could ransom their lives from me for a mere trifle."
2054,21889-1503399368311-9875," but now I’ll set my teeth   And send to darkness all that stop me. Come,   Let’s have one other gaudy night. "," But now I'll harden my heart and destroy everyone that opposes me. Come, let's have one more night of celebration."
2055,21889-1503399373761-43201, Call to me   All my sad captains. Fill our bowls once more.   Let’s mock the midnight bell. ," Call all my sad captains to join me. Fill our cups once more. We won't care how late it is, we will mock the late hour by celebrating."
2056,2f8615f0-9aa8-27e2-6a3b-b686083bff24," It is my birthday. I had thought t’ have held it poor; but since my lord Is Antony again, I will be Cleopatra. ","It is my birthday. I thought I would have no celebrations—but since my lord is acting like himself again, I will be myself again too. "
2057,9b9c0352-35e8-5b86-367a-f9df451321de, We will yet do well. ,We will still triumph.
2058,4516e7b9-ea19-ca0c-3a99-5502fdbc4794,    Call all his noble captains to my lord., Call all my lord's noble captains to him.
2059,21893-1503399315199-12702," Do so. We’ll speak to them, and tonight I’ll force   The wine peep through their scars. ","Do that. We'll speak to them, and tonight I'll make them drink so much that the wine will leak out through their scarred skin. "
2060,21893-1503399324143-98014," —Come on, my Queen,   There’s sap in ’t yet. The next time I do fight   I’ll make Death love me, for I will contend   Even with his pestilent scythe. "," Come on, my queen. There's still hope for our side. The next time I fight, I'll make Death admire me, for I'll oppose even his fatal power. "
2061,21895-1503399266040-84275," Now he’ll outstare the lightning. To be furious   Is to be frighted out of fear, and in that mood   The dove will peck the estridge; ","Now he'll set himself against even the mightiest enemies. He is so riled up that his frenzy has driven out his fear, and in that mood, the  weakest man  will challenge the strongest."
2062,21895-1503399298105-79426, and I see still   A diminution in our captain’s brain   Restores his heart. , I can tell that our captain is regaining his bravery only because he has lost his judgment.
2063,21895-1503399303837-73156," When valor preys on reason,   It eats the sword it fights with. I will seek   Some way to leave him. "," When a man's courage destroys his reason, he destroys the very thing that could save him. I will look for some way to leave him."
2064,21898-1503402626486-59607," He calls me “boy” and chides as he had power   To beat me out of Egypt. My messenger   He hath whipped with rods, dares me to personal combat,   Caesar to Antony. ","Antony calls me ""boy"" and taunts me as if he had the power to beat my forces out of Egypt. He whipped my messenger with rods and challenges me to single combat, Caesar against Antony."
2065,21898-1503402635945-61834," Let the old ruffian know   I have many other ways to die, meantime   Laugh at his challenge. "," Let that old scoundrel know that that is not how I plan to die. In the meantime, send a mocking reply to his challenge. "
2066,21899-1503402664432-7205," Caesar must think   When one so great begins to rage, he’s hunted   Even to falling. ","You must suspect that when a man so great starts to rage like this, his defeats have put him on the verge of collapse."
2067,21899-1503402705369-83451," Give him no breath, but now   Make boot of his distraction. Never anger   Made good guard for itself. "," Don't give him any time to regroup, but promptly use his anger to your advantage. An angry man never takes proper precautions. "
2068,21900-1503402746347-83202, Let our best heads   Know that tomorrow the last of many battles   We mean to fight. ,"Let our wisest officers know that tomorrow, I intend to fight the last of our many battles."
